state,year,quater,User_Brand,User_count,User_percentage
punjab,2020,1,Huawei,42483,0.011360603631178696
punjab,2020,1,Motorola,40631,0.010865350519935542
punjab,2020,1,Lenovo,28708,0.007676958054842597
punjab,2020,1,Others,253542,0.06780100665810582
punjab,2021,1,Xiaomi,1304479,0.23424874079173938
punjab,2021,1,Samsung,1249727,0.22441677948317917
punjab,2021,1,Vivo,1083200,0.19451308608694512
punjab,2021,1,Oppo,815718,0.14648063659219968
punjab,2021,1,Apple,384485,0.06904298735611068
punjab,2021,1,Realme,212940,0.038238198441058066
punjab,2021,1,OnePlus,56962,0.01022881684793627
punjab,2021,1,Huawei,56391,0.0101262808692106
punjab,2021,1,Motorola,47632,0.00855340409572874
punjab,2021,1,Tecno,35552,0.006384166577329277
punjab,2021,1,Others,321691,0.05776690285856302
chandigarh,2022,1,Xiaomi,118077,0.2180356717490015
chandigarh,2022,1,Vivo,103673,0.19143789389325805
chandigarh,2022,1,Samsung,100254,0.18512452243471966
chandigarh,2022,1,Oppo,76330,0.14094754121972342
chandigarh,2022,1,Apple,45080,0.08324269825999124
chandigarh,2022,1,Realme,30911,0.057078860823305
chandigarh,2022,1,OnePlus,15554,0.028721316076661577
chandigarh,2022,1,Motorola,8378,0.015470437578132358
chandigarh,2022,1,Huawei,5812,0.01073217751302283
chandigarh,2022,1,HMD Global,4529,0.008363047480468065
chandigarh,2022,1,Others,32951,0.060845832971716314
chandigarh,2018,1,Xiaomi,20555,0.23826911485139332
chandigarh,2018,1,Samsung,17266,0.20014373811842165
chandigarh,2018,1,Vivo,9360,0.10849909584086799
chandigarh,2018,1,Oppo,7948,0.09213149719478833
chandigarh,2018,1,Apple,7552,0.08754115083229007
chandigarh,2018,1,OnePlus,3638,0.04217090925951685
chandigarh,2018,1,Motorola,3105,0.03599248852413409
chandigarh,2018,1,Realme,2995,0.03471739231232902
chandigarh,2018,1,Lenovo,1965,0.022777855056336067
chandigarh,2018,1,Micromax,1558,0.0180599990726573
chandigarh,2018,1,Others,10326,0.11969675893726527
chandigarh,2019,1,Xiaomi,51075,0.24417353890283255
chandigarh,2019,1,Samsung,41609,0.1989195649575714
chandigarh,2019,1,Vivo,29056,0.1389076132425003
chandigarh,2019,1,Oppo,23095,0.11040994382693917
chandigarh,2019,1,Apple,17580,0.08404446038006454
chandigarh,2019,1,OnePlus,6880,0.03289111987570216
chandigarh,2019,1,Realme,6690,0.031982789530297595
chandigarh,2019,1,Motorola,6007,0.028717580972869607
chandigarh,2019,1,Lenovo,3406,0.01628301661288395
chandigarh,2019,1,Huawei,3364,0.016082227799689257
chandigarh,2019,1,Others,20413,0.09758814389864946
chandigarh,2020,1,Xiaomi,74599,0.2384215387663917
chandigarh,2020,1,Samsung,62236,0.19890887125383924
chandigarh,2020,1,Vivo,49864,0.15936743936309275
chandigarh,2020,1,Oppo,38691,0.12365806185619728
chandigarh,2020,1,Apple,25309,0.08088862752367468
chandigarh,2020,1,Realme,10759,0.03438621610996941
chandigarh,2020,1,OnePlus,9221,0.029470703480809365
chandigarh,2020,1,Motorola,7160,0.022883660874373175
chandigarh,2020,1,Huawei,4807,0.015363373997641322
chandigarh,2020,1,Lenovo,3862,0.012343114287266648
chandigarh,2020,1,Others,26379,0.08430839248674442
chandigarh,2021,1,Xiaomi,96137,0.22889870904147164
chandigarh,2021,1,Samsung,83453,0.198698565231263
chandigarh,2021,1,Vivo,74844,0.17820084857546942
chandigarh,2021,1,Oppo,56200,0.13381016100076668
chandigarh,2021,1,Apple,32907,0.07835037309701474
chandigarh,2021,1,Realme,16641,0.03962161724579641
chandigarh,2021,1,OnePlus,10995,0.026178696089028994
chandigarh,2021,1,Motorola,7989,0.01902151915009119
chandigarh,2021,1,Huawei,5854,0.013938161610293383
chandigarh,2021,1,HMD Global,4591,0.010931004433354444
chandigarh,2021,1,Others,30387,0.07235034452545012
karnataka,2022,1,Xiaomi,7620184,0.24423393469092286
karnataka,2022,1,Vivo,6902224,0.22122265363121418
karnataka,2022,1,Samsung,5641275,0.1808080736532787
karnataka,2022,1,Oppo,3941299,0.12632227286944772
karnataka,2022,1,Realme,1813184,0.0581142217351479
karnataka,2022,1,Apple,1215812,0.03896789744242925
karnataka,2022,1,OnePlus,1110711,0.03559931332819386
karnataka,2022,1,Motorola,595920,0.01909978635174882
karnataka,2022,1,Huawei,394470,0.012643127806038323
karnataka,2022,1,Lenovo,290138,0.009299190851999765
karnataka,2022,1,Others,1675132,0.05368952763957865
karnataka,2018,1,Xiaomi,973827,0.2619389670616443
karnataka,2018,1,Samsung,757979,0.2038803979705
karnataka,2018,1,Vivo,448726,0.1206978497553502
karnataka,2018,1,Oppo,301454,0.081084781359113
karnataka,2018,1,OnePlus,224768,0.06045786135372266
karnataka,2018,1,Apple,216036,0.05810913713434665
karnataka,2018,1,Motorola,167951,0.04517528416953959
karnataka,2018,1,Realme,128929,0.034679187457619005
karnataka,2018,1,Lenovo,105467,0.028368403257550308
karnataka,2018,1,Huawei,71297,0.019177392426574798
karnataka,2018,1,Others,321329,0.08643073805403949
karnataka,2019,1,Xiaomi,2696059,0.262615751496127
karnataka,2019,1,Samsung,2083753,0.20297269459878628
karnataka,2019,1,Vivo,1632251,0.158993116617739
karnataka,2019,1,Oppo,1014741,0.09884315227854115
karnataka,2019,1,Apple,483281,0.04707508366797602
karnataka,2019,1,OnePlus,462205,0.04502212800990905
karnataka,2019,1,Motorola,380185,0.03703278358617339
karnataka,2019,1,Realme,326719,0.03182480639817716
karnataka,2019,1,Lenovo,222143,0.02163834355427835
karnataka,2019,1,Huawei,207401,0.020202365555074365
karnataka,2019,1,Others,757436,0.07377977423721827
karnataka,2020,1,Xiaomi,4413738,0.2593725796234114
karnataka,2020,1,Samsung,3434923,0.2018526789124745
karnataka,2020,1,Vivo,3081057,0.18105780226573692
karnataka,2020,1,Oppo,1888027,0.11094959270093753
karnataka,2020,1,Apple,688203,0.040442134855891
karnataka,2020,1,OnePlus,616490,0.03622793233581987
karnataka,2020,1,Realme,577066,0.03391118753151264
karnataka,2020,1,Motorola,528879,0.03107948648937708
karnataka,2020,1,Huawei,332377,0.01953207913507567
karnataka,2020,1,Lenovo,299776,0.017616286791193266
karnataka,2020,1,Others,1156444,0.0679582393585701
karnataka,2021,1,Xiaomi,6173033,0.2561867546221272
karnataka,2021,1,Samsung,4808995,0.1995778772029951
karnataka,2021,1,Vivo,4760972,0.1975848769197926
karnataka,2021,1,Oppo,2840533,0.11788482755025849
karnataka,2021,1,Realme,932695,0.038707731694012475
karnataka,2021,1,Apple,874661,0.036299265366724
karnataka,2021,1,OnePlus,736433,0.030562671585691665
karnataka,2021,1,Motorola,644344,0.02674089029173178
karnataka,2021,1,Huawei,430094,0.01784931103437308
karnataka,2021,1,Lenovo,358120,0.014862321417247597
karnataka,2021,1,Others,1535952,0.06374347231504603
sikkim,2022,1,Samsung,61996,0.29575986565911
sikkim,2022,1,Xiaomi,41866,0.19972712006717044
sikkim,2022,1,Vivo,37402,0.178431035798794
sikkim,2022,1,Oppo,22501,0.10734390504541638
sikkim,2022,1,Realme,14771,0.07046694908785589
sikkim,2022,1,Apple,7058,0.03367109380963285
sikkim,2022,1,OnePlus,3294,0.015714449278681018
sikkim,2022,1,Tecno,3147,0.015013166933821846
sikkim,2022,1,HMD Global,2316,0.011048774902679186
sikkim,2022,1,Motorola,2125,0.010137584917181895
sikkim,2022,1,Others,13140,0.06268605449965652
sikkim,2018,1,Samsung,5534,0.2759962096653534
sikkim,2018,1,Xiaomi,4679,0.23335494489052916
sikkim,2018,1,Vivo,2155,0.10747593636227619
sikkim,2018,1,Oppo,1825,0.091017904343923
sikkim,2018,1,Apple,865,0.0431399930178046
sikkim,2018,1,Realme,815,0.040646351802902596
sikkim,2018,1,Lenovo,586,0.02922547503865144
sikkim,2018,1,Motorola,575,0.028676873971372998
sikkim,2018,1,OnePlus,528,0.026332851229365118
sikkim,2018,1,Asus,308,0.015360829883796319
sikkim,2018,1,Others,2181,0.10877262979402523
sikkim,2019,1,Samsung,17397,0.29508446977406877
sikkim,2019,1,Xiaomi,13387,0.22706764366646312
sikkim,2019,1,Vivo,7997,0.13564353076870886
sikkim,2019,1,Oppo,5660,0.09600379944365289
sikkim,2019,1,Realme,2237,0.037943551122871295
sikkim,2019,1,Apple,2138,0.03626433272270846
sikkim,2019,1,Motorola,1274,0.021609335775832825
sikkim,2019,1,Lenovo,1168,0.019811384761517063
sikkim,2019,1,OnePlus,1088,0.01845444059976932
sikkim,2019,1,Huawei,849,0.014400569916547933
sikkim,2019,1,Others,5761,0.09771694144785942
sikkim,2020,1,Samsung,33471,0.31989563322533476
sikkim,2020,1,Xiaomi,22619,0.21617876155250357
sikkim,2020,1,Vivo,15342,0.14662958396651088
sikkim,2020,1,Oppo,10442,0.09979833892441055
sikkim,2020,1,Realme,4166,0.039816115682732654
sikkim,2020,1,Apple,3439,0.03286788810199654
sikkim,2020,1,Motorola,1728,0.016515181925050894
sikkim,2020,1,OnePlus,1548,0.014794850474524758
sikkim,2020,1,Lenovo,1491,0.014250078848524816
sikkim,2020,1,HMD Global,1394,0.013323011344630176
sikkim,2020,1,Others,8991,0.08593055595378042
sikkim,2021,1,Samsung,52629,0.3284939424391279
sikkim,2021,1,Xiaomi,32524,0.20300474992666012
sikkim,2021,1,Vivo,26109,0.1629643037706054
sikkim,2021,1,Oppo,16921,0.10561564916704637
sikkim,2021,1,Realme,7053,0.04402264485403806
sikkim,2021,1,Apple,4803,0.029978840668360245
sikkim,2021,1,HMD Global,2163,0.013500777090498274
sikkim,2021,1,Motorola,2031,0.012676873911605175
sikkim,2021,1,OnePlus,1924,0.01200901300144183
sikkim,2021,1,Huawei,1738,0.010848058522092464
sikkim,2021,1,Others,12318,0.07688514664852415
kerala,2022,1,Xiaomi,2098370,0.233872054419943
kerala,2022,1,Samsung,1826034,0.20351907576865194
kerala,2022,1,Vivo,1330622,0.14830335012241566
kerala,2022,1,Oppo,1032233,0.11504665638093425
kerala,2022,1,Realme,705424,0.07862243556528822
kerala,2022,1,Apple,550489,0.06135428611997884
kerala,2022,1,Huawei,408553,0.045534929230512715
kerala,2022,1,OnePlus,199414,0.02222551878843984
kerala,2022,1,Motorola,137230,0.015294853637846889
kerala,2022,1,Lenovo,124999,0.01393165787274811
kerala,2022,1,Others,558931,0.06229518209324054
kerala,2018,1,Xiaomi,202313,0.2579917468349265
kerala,2018,1,Samsung,163022,0.2078874345816798
kerala,2018,1,Apple,60282,0.07687226467257685
kerala,2018,1,Oppo,59417,0.07576920722687533
kerala,2018,1,Vivo,56537,0.07209659977760322
kerala,2018,1,Realme,36851,0.04699279760872448
kerala,2018,1,Huawei,36819,0.046951990859288126
kerala,2018,1,OnePlus,34552,0.044061087703906224
kerala,2018,1,Lenovo,25828,0.03293614763881946
kerala,2018,1,Motorola,24841,0.03167751446089183
kerala,2018,1,Others,83722,0.10676320863470819
kerala,2019,1,Xiaomi,548894,0.2568977976471293
kerala,2019,1,Samsung,438229,0.2051034716449876
kerala,2019,1,Vivo,202577,0.09481172166932507
kerala,2019,1,Oppo,195876,0.09167546559432076
kerala,2019,1,Apple,141765,0.06634999887673264
kerala,2019,1,Huawei,121756,0.05698522528999019
kerala,2019,1,Realme,98968,0.0463198017058687
kerala,2019,1,OnePlus,72822,0.03408273987374475
kerala,2019,1,Motorola,63627,0.029779221800372926
kerala,2019,1,Lenovo,58335,0.027302417271358927
kerala,2019,1,Others,193775,0.09069213862616914
kerala,2020,1,Xiaomi,990472,0.2428629856048428
kerala,2020,1,Samsung,858444,0.21048981981778753
kerala,2020,1,Vivo,448326,0.10992919626630207
kerala,2020,1,Oppo,423226,0.10377469524185963
kerala,2020,1,Huawei,259148,0.0635428936845502
kerala,2020,1,Apple,248003,0.06081014811015135
kerala,2020,1,Realme,202442,0.04963862535419031
kerala,2020,1,OnePlus,103907,0.025477917846483695
kerala,2020,1,Motorola,100697,0.024690828273238267
kerala,2020,1,Lenovo,96507,0.023663443440871183
kerala,2020,1,Others,347144,0.08511944635972299
kerala,2021,1,Xiaomi,1589645,0.22915641659445665
kerala,2021,1,Samsung,1517006,0.21868508938303227
kerala,2021,1,Vivo,906705,0.13070671043426477
kerala,2021,1,Oppo,775012,0.11172241144261962
kerala,2021,1,Huawei,426164,0.061433977473939166
kerala,2021,1,Apple,398950,0.05751092375993287
kerala,2021,1,Realme,378100,0.054505277036296824
kerala,2021,1,Lenovo,140787,0.020295251092592226
kerala,2021,1,Motorola,138567,0.01997522539827702
kerala,2021,1,OnePlus,135957,0.019598978973879418
kerala,2021,1,Others,530050,0.07640973841070915
delhi,2022,1,Xiaomi,3155264,0.2330466127348616
delhi,2022,1,Vivo,2586749,0.19105630858314565
delhi,2022,1,Samsung,2320460,0.17138830316155382
delhi,2022,1,Oppo,1817979,0.1342752454226052
delhi,2022,1,Realme,964540,0.07124056175561963
delhi,2022,1,Apple,761100,0.056214559844280275
delhi,2022,1,OnePlus,404741,0.02989401808689245
delhi,2022,1,Motorola,252427,0.018644163313378186
delhi,2022,1,Tecno,206904,0.01528185164895673
delhi,2022,1,Huawei,164421,0.01214407324156669
delhi,2022,1,Others,904612,0.06681430220713976
delhi,2018,1,Xiaomi,529823,0.25386555580152004
delhi,2018,1,Samsung,407203,0.19511198252821485
delhi,2018,1,Vivo,223992,0.10732613264258833
delhi,2018,1,Oppo,186309,0.08927026164554087
delhi,2018,1,Apple,138507,0.06636585527129087
delhi,2018,1,Realme,88082,0.042204634162936475
delhi,2018,1,OnePlus,86368,0.0413833682634874
delhi,2018,1,Motorola,83639,0.040075763456254895
delhi,2018,1,Lenovo,52568,0.025188043058482372
delhi,2018,1,Huawei,37398,0.01791931278156148
delhi,2018,1,Others,253133,0.12128909038812241
delhi,2019,1,Xiaomi,1428603,0.25978081062862424
delhi,2019,1,Samsung,1061515,0.19302859310420323
delhi,2019,1,Vivo,755967,0.13746696602799321
delhi,2019,1,Oppo,576484,0.10482931985613345
delhi,2019,1,Apple,324092,0.058933715299668336
delhi,2019,1,Realme,213758,0.038870299529227825
delhi,2019,1,Motorola,186450,0.03390454320878998
delhi,2019,1,OnePlus,175334,0.03188318143722168
delhi,2019,1,Lenovo,109111,0.019841022333356308
delhi,2019,1,Huawei,102139,0.018573216083682485
delhi,2019,1,Others,565810,0.10288833249109926
delhi,2020,1,Xiaomi,1998766,0.25539428665033603
delhi,2020,1,Samsung,1484289,0.18965648321911652
delhi,2020,1,Vivo,1238728,0.15827968552286634
delhi,2020,1,Oppo,909331,0.11619066067465462
delhi,2020,1,Apple,436979,0.05583542044750471
delhi,2020,1,Realme,333567,0.042621850689421696
delhi,2020,1,OnePlus,225852,0.02885846088464167
delhi,2020,1,Motorola,223909,0.028610192153353666
delhi,2020,1,Huawei,142660,0.018228521464512076
delhi,2020,1,Lenovo,124278,0.015879743379830585
delhi,2020,1,Others,707838,0.09044469491376207
delhi,2021,1,Xiaomi,2575350,0.24603977564221985
delhi,2021,1,Samsung,1963994,0.18763299866917738
delhi,2021,1,Vivo,1839180,0.17570871321011042
delhi,2021,1,Oppo,1318743,0.12598801399799947
delhi,2021,1,Apple,555462,0.05306686308959121
delhi,2021,1,Realme,511070,0.04882580936085165
delhi,2021,1,OnePlus,269742,0.025770190910471846
delhi,2021,1,Motorola,253270,0.024196514639526674
delhi,2021,1,Huawei,175712,0.0167868992787954
delhi,2021,1,Lenovo,137068,0.013094989018086005
delhi,2021,1,Others,867619,0.08288923218317011
odisha,2022,1,Xiaomi,3238439,0.2670926208222022
odisha,2022,1,Vivo,2184386,0.18015883011146017
odisha,2022,1,Samsung,1862470,0.15360857298924788
odisha,2022,1,Oppo,1698088,0.14005104752837144
odisha,2022,1,Realme,1424358,0.11747496593546158
odisha,2022,1,Motorola,193423,0.01595270313792936
odisha,2022,1,OnePlus,164569,0.013572948422400111
odisha,2022,1,Lenovo,141460,0.011667016776140827
odisha,2022,1,Huawei,140367,0.011576870803170929
odisha,2022,1,Apple,128069,0.010562584274731935
odisha,2022,1,Others,949150,0.07828183919888354
odisha,2018,1,Xiaomi,432254,0.27117310690300905
odisha,2018,1,Samsung,291313,0.1827542400792966
odisha,2018,1,Vivo,191382,0.12006286013619696
odisha,2018,1,Oppo,173390,0.10877563887416367
odisha,2018,1,Realme,103671,0.06503765648378465
odisha,2018,1,Lenovo,53212,0.03338237093126476
odisha,2018,1,Motorola,52999,0.03324874609084607
odisha,2018,1,Micromax,38784,0.024331013196237174
odisha,2018,1,OnePlus,31934,0.02003368851610556
odisha,2018,1,Apple,24617,0.01544339294172263
odisha,2018,1,Others,200459,0.12575728584737283
odisha,2019,1,Xiaomi,1230535,0.2847970164397613
odisha,2019,1,Samsung,784152,0.18148541084590988
odisha,2019,1,Vivo,594900,0.137684620981942
odisha,2019,1,Oppo,518202,0.11993351145080569
odisha,2019,1,Realme,263954,0.06108994191741052
odisha,2019,1,Motorola,125291,0.028997552273404767
odisha,2019,1,Lenovo,112677,0.02607814765234876
odisha,2019,1,Micromax,99130,0.022942807997881846
odisha,2019,1,Huawei,73550,0.017022531304793805
odisha,2019,1,OnePlus,59794,0.013838820351309867
odisha,2019,1,Others,458559,0.10612963878443157
odisha,2020,1,Xiaomi,1927219,0.2896779934375174
odisha,2020,1,Samsung,1180711,0.1774712647133536
odisha,2020,1,Vivo,1006170,0.1512362148033134
odisha,2020,1,Oppo,851242,0.12794917157299673
odisha,2020,1,Realme,458938,0.06898242439091112
odisha,2020,1,Motorola,164789,0.0247692384002934
odisha,2020,1,Lenovo,138741,0.02085399453176551
odisha,2020,1,Huawei,115095,0.01729979242353415
odisha,2020,1,Micromax,111642,0.01678077610450671
odisha,2020,1,OnePlus,75301,0.011318403660320128
odisha,2020,1,Others,623122,0.09366072596148788
odisha,2021,1,Xiaomi,2614110,0.28312655170161755
odisha,2021,1,Samsung,1605021,0.17383509536273603
odisha,2021,1,Vivo,1523937,0.16505312623436194
odisha,2021,1,Oppo,1237047,0.1339809156473258
odisha,2021,1,Realme,742037,0.08036784107976067
odisha,2021,1,Motorola,197806,0.02142378503042724
odisha,2021,1,Lenovo,160152,0.017345591236832977
odisha,2021,1,Huawei,145607,0.015770265143248533
odisha,2021,1,Micromax,126538,0.013704957939497298
odisha,2021,1,OnePlus,89904,0.009737237340502972
odisha,2021,1,Others,790850,0.085654633283689
west-bengal,2022,1,Xiaomi,5586240,0.2548491917371277
west-bengal,2022,1,Samsung,4233598,0.1931404716660796
west-bengal,2022,1,Vivo,3652204,0.16661676502604703
west-bengal,2022,1,Oppo,2480868,0.11317938445296025
west-bengal,2022,1,Realme,2186959,0.09977099686233265
west-bengal,2022,1,Motorola,410790,0.018740601813329663
west-bengal,2022,1,Lenovo,330017,0.015055666371210632
west-bengal,2022,1,Infinix,284678,0.012987261235704525
west-bengal,2022,1,Asus,280347,0.012789677198961832
west-bengal,2022,1,Apple,277752,0.012671291012088758
west-bengal,2022,1,Others,2196334,0.10019869262415734
west-bengal,2018,1,Xiaomi,691026,0.26529058591693994
west-bengal,2018,1,Samsung,519298,0.19936278907811728
west-bengal,2018,1,Vivo,243921,0.09364328550220383
west-bengal,2018,1,Oppo,208584,0.08007711949029268
west-bengal,2018,1,Realme,148665,0.057073720750509926
west-bengal,2018,1,Lenovo,105358,0.04044780594512646
west-bengal,2018,1,Motorola,94958,0.036455160091661935
west-bengal,2018,1,Micromax,65727,0.02523313788564064
west-bengal,2018,1,Asus,57025,0.02189236824940523
west-bengal,2018,1,Gionee,50958,0.019563196865465877
west-bengal,2018,1,Others,419269,0.16096083022463623
west-bengal,2019,1,Xiaomi,2022433,0.27148847058665604
west-bengal,2019,1,Samsung,1565366,0.21013245988784368
west-bengal,2019,1,Vivo,836434,0.11228168617040912
west-bengal,2019,1,Oppo,688682,0.09244767213576886
west-bengal,2019,1,Realme,399235,0.05359272695543616
west-bengal,2019,1,Lenovo,246103,0.03303650952925897
west-bengal,2019,1,Motorola,244646,0.0328409239639301
west-bengal,2019,1,Asus,154312,0.020714618913540307
west-bengal,2019,1,Micromax,143198,0.01922269168425751
west-bengal,2019,1,Huawei,126854,0.017028696845729704
west-bengal,2019,1,Others,1022162,0.13721354332716953
west-bengal,2020,1,Xiaomi,3213394,0.26865996333696796
west-bengal,2020,1,Samsung,2535508,0.21198442715726393
west-bengal,2020,1,Vivo,1536003,0.12841951832407505
west-bengal,2020,1,Oppo,1220788,0.10206556037703764
west-bengal,2020,1,Realme,746055,0.062374893631892525
west-bengal,2020,1,Motorola,331516,0.027716824144695073
west-bengal,2020,1,Lenovo,313552,0.026214920680200742
west-bengal,2020,1,Asus,237380,0.01984646205754086
west-bengal,2020,1,Huawei,211478,0.017680891831681804
west-bengal,2020,1,Micromax,174080,0.014554183650588564
west-bengal,2020,1,Others,1441068,0.12048235480805583
west-bengal,2021,1,Xiaomi,4357020,0.2592106669845954
west-bengal,2021,1,Samsung,3588427,0.21348503245234832
west-bengal,2021,1,Vivo,2441181,0.14523232742565367
west-bengal,2021,1,Oppo,1829470,0.1088400188496513
west-bengal,2021,1,Realme,1227019,0.07299861221494766
west-bengal,2021,1,Motorola,400214,0.023809791526449926
west-bengal,2021,1,Lenovo,356875,0.021231439557341365
west-bengal,2021,1,Asus,303793,0.018073450696864186
west-bengal,2021,1,Huawei,275299,0.016378267120690775
west-bengal,2021,1,Micromax,198652,0.01181833395711377
west-bengal,2021,1,Others,1830849,0.10892205921434363
bihar,2022,1,Xiaomi,4888198,0.26444622345731256
bihar,2022,1,Samsung,3283813,0.1776507306762181
bihar,2022,1,Vivo,3062549,0.16568058765274424
bihar,2022,1,Realme,2443092,0.13216863411808863
bihar,2022,1,Oppo,2339620,0.1265709108602388
bihar,2022,1,Infinix,387204,0.020947317499734105
bihar,2022,1,Tecno,280644,0.015182536782665927
bihar,2022,1,Motorola,220543,0.011931137703494432
bihar,2022,1,Huawei,215004,0.011631483795913345
bihar,2022,1,Apple,158500,0.008574678525293786
bihar,2022,1,Others,1205491,0.0652157589282961
bihar,2018,1,Xiaomi,596264,0.2794370991899912
bihar,2018,1,Samsung,450851,0.21128979043998417
bihar,2018,1,Vivo,233197,0.10928698230952796
bihar,2018,1,Oppo,220040,0.10312099892961116
